,tpr,fpr,threshold
0,1.0,1.0,0.0
1,1.0,1.0,0.0
2,1.0,1.0,0.0
3,1.0,1.0,0.0
4,1.0,1.0,0.0
5,1.0,1.0,0.0
6,1.0,1.0,0.0
7,1.0,1.0,0.0
8,1.0,1.0,0.0
9,1.0,1.0,0.0
10,1.0,1.0,0.0
11,1.0,1.0,0.0
12,1.0,1.0,0.0
13,1.0,1.0,0.0
14,1.0,1.0,0.0
15,1.0,1.0,0.0
16,1.0,1.0,0.0
17,1.0,1.0,0.0
18,1.0,1.0,0.0
19,1.0,1.0,0.0
20,1.0,1.0,0.0
21,1.0,1.0,0.0
22,1.0,1.0,0.0
23,1.0,1.0,0.0
24,1.0,1.0,0.0
25,1.0,1.0,0.0
26,1.0,1.0,0.0
27,1.0,1.0,0.0
28,1.0,1.0,0.0
29,1.0,1.0,0.0
30,1.0,1.0,0.0
31,1.0,1.0,0.0
32,1.0,1.0,0.0
33,1.0,1.0,0.0
34,1.0,1.0,0.0
35,1.0,1.0,0.0
36,1.0,1.0,0.0
37,1.0,1.0,0.0
38,1.0,1.0,0.0
39,1.0,1.0,0.0
40,1.0,1.0,0.0
41,1.0,1.0,0.0
42,1.0,1.0,0.0
43,1.0,1.0,0.0
44,1.0,1.0,0.0
45,1.0,1.0,0.0
46,1.0,1.0,0.0
47,1.0,1.0,0.0
48,1.0,1.0,0.0
49,1.0,1.0,0.0
50,1.0,1.0,0.0
51,1.0,1.0,0.0
52,1.0,1.0,0.0
53,1.0,1.0,0.0
54,1.0,1.0,0.0
55,1.0,1.0,0.0
56,1.0,1.0,0.0
57,1.0,1.0,0.0
58,1.0,1.0,0.0
59,1.0,1.0,0.0
60,1.0,1.0,0.0
61,1.0,1.0,0.0
62,1.0,1.0,0.0
63,1.0,1.0,0.0
64,1.0,1.0,0.0
65,1.0,1.0,0.0
66,1.0,1.0,0.0
67,1.0,1.0,0.0
68,1.0,1.0,0.0
69,1.0,1.0,0.0
70,1.0,1.0,0.0
71,1.0,1.0,0.0
72,1.0,1.0,0.0
73,1.0,1.0,0.0
74,1.0,1.0,0.0
75,1.0,1.0,0.0
76,1.0,1.0,0.0
77,1.0,1.0,0.0
78,1.0,1.0,0.0
79,1.0,1.0,0.0
80,1.0,1.0,0.0
81,1.0,1.0,0.0
82,1.0,1.0,0.0
83,1.0,1.0,0.0
84,1.0,1.0,0.0
85,1.0,1.0,0.0
86,1.0,1.0,0.0
87,1.0,1.0,0.0
88,1.0,1.0,0.0
89,1.0,1.0,0.0
90,1.0,1.0,0.0
91,1.0,1.0,0.0
92,1.0,1.0,0.0
93,1.0,1.0,0.0
94,1.0,1.0,0.0
95,1.0,1.0,0.0
96,1.0,1.0,0.0
97,1.0,1.0,0.0
98,1.0,1.0,0.0
99,1.0,1.0,0.0
100,1.0,1.0,0.0
101,1.0,1.0,0.0
102,1.0,1.0,0.0
103,1.0,1.0,0.0
104,1.0,1.0,0.0
105,1.0,1.0,0.0
106,1.0,1.0,0.0
107,1.0,1.0,0.0
108,1.0,1.0,0.0
109,1.0,1.0,0.0
110,1.0,1.0,0.0
111,1.0,1.0,0.0
112,1.0,1.0,0.0
113,1.0,1.0,0.0
114,1.0,1.0,0.0
115,1.0,1.0,0.0
116,1.0,1.0,0.0
117,1.0,1.0,0.0
118,1.0,1.0,0.0
119,1.0,1.0,0.0
120,1.0,1.0,0.0
121,1.0,1.0,0.0
122,1.0,1.0,0.0
123,1.0,1.0,0.0
124,1.0,1.0,0.0
125,1.0,1.0,0.0
126,1.0,1.0,0.0
127,1.0,1.0,0.0
128,1.0,1.0,0.0
129,1.0,1.0,0.0
130,1.0,1.0,0.0
131,1.0,1.0,0.0
132,1.0,1.0,0.0
133,1.0,1.0,0.0
134,1.0,1.0,0.0
135,1.0,1.0,0.0
136,1.0,1.0,0.0
137,1.0,1.0,0.0
138,1.0,1.0,0.0
139,1.0,1.0,0.0
140,1.0,1.0,0.0
141,1.0,1.0,0.0
142,1.0,1.0,0.0
143,1.0,1.0,0.0
144,1.0,1.0,0.0
145,1.0,1.0,0.0
146,1.0,1.0,0.0
147,1.0,1.0,0.0
148,1.0,1.0,0.0
149,1.0,1.0,0.0
150,1.0,1.0,0.0
151,1.0,1.0,0.0
152,1.0,1.0,0.0
153,1.0,1.0,0.0
154,1.0,1.0,0.0
155,1.0,1.0,0.0
156,1.0,1.0,0.0
157,1.0,1.0,0.0
158,1.0,1.0,0.0
159,1.0,1.0,0.0
160,1.0,1.0,0.0
161,1.0,1.0,0.0
162,1.0,1.0,0.0
163,1.0,1.0,0.0
164,1.0,1.0,0.0
165,1.0,1.0,0.0
166,1.0,1.0,0.0
167,1.0,1.0,0.0
168,1.0,1.0,0.0
169,1.0,1.0,0.0
170,1.0,1.0,0.0
171,1.0,1.0,0.0
172,1.0,1.0,0.0
173,1.0,1.0,0.0
174,1.0,1.0,0.0
175,1.0,1.0,0.0
176,1.0,1.0,0.0
177,1.0,1.0,0.0
178,1.0,1.0,0.0
179,1.0,1.0,0.0
180,1.0,1.0,0.0
181,1.0,1.0,0.0
182,1.0,1.0,0.0
183,1.0,1.0,0.0
184,1.0,1.0,0.0
185,1.0,1.0,0.0
186,1.0,1.0,0.0
187,1.0,1.0,0.0
188,1.0,1.0,0.0
189,1.0,1.0,0.0
190,1.0,1.0,0.0
191,1.0,1.0,0.0
192,1.0,1.0,0.0
193,1.0,1.0,0.0
194,1.0,1.0,0.0
195,1.0,1.0,0.0
196,1.0,1.0,0.0
197,1.0,1.0,0.0
198,1.0,1.0,0.0
199,1.0,1.0,0.0
200,1.0,1.0,0.0
201,1.0,1.0,0.0
202,1.0,1.0,0.0
203,1.0,1.0,0.0
204,1.0,1.0,0.0
205,1.0,1.0,0.0
206,1.0,1.0,0.0
207,1.0,1.0,0.0
208,1.0,1.0,0.0
209,1.0,1.0,0.0
210,1.0,1.0,0.0
211,1.0,1.0,0.0
212,1.0,1.0,0.0
213,1.0,1.0,0.0
214,1.0,1.0,0.0
215,1.0,1.0,0.0
216,1.0,1.0,0.0
217,1.0,1.0,0.0
218,1.0,1.0,0.0
219,1.0,1.0,0.0
220,1.0,1.0,0.0
221,1.0,1.0,0.0
222,1.0,1.0,0.0
223,1.0,1.0,0.0
224,1.0,1.0,0.0
225,1.0,1.0,0.0
226,1.0,1.0,0.0
227,1.0,1.0,0.0
228,1.0,1.0,0.0
229,1.0,1.0,0.0
230,1.0,1.0,0.0
231,1.0,1.0,0.0
232,1.0,1.0,0.0
233,1.0,1.0,0.0
234,1.0,1.0,0.0
235,1.0,1.0,0.0
236,1.0,1.0,0.0
237,1.0,1.0,0.0
238,1.0,1.0,0.0
239,1.0,1.0,0.0
240,1.0,1.0,0.0
241,1.0,1.0,0.0
242,1.0,1.0,0.0
243,1.0,1.0,0.0
244,1.0,1.0,0.0
245,1.0,1.0,0.0
246,1.0,1.0,0.0
247,1.0,1.0,0.0
248,1.0,1.0,0.0
249,1.0,1.0,0.0
250,1.0,1.0,0.0
251,1.0,1.0,0.0
252,1.0,1.0,0.0
253,1.0,1.0,0.0
254,1.0,1.0,0.0
255,1.0,1.0,0.0
256,1.0,1.0,0.0
257,1.0,1.0,0.0
258,1.0,1.0,0.0
259,1.0,1.0,0.0
260,1.0,1.0,0.0
261,1.0,1.0,0.0
262,1.0,1.0,0.0
263,1.0,1.0,0.0
264,1.0,1.0,0.0
265,1.0,1.0,0.0
266,1.0,1.0,0.0
267,1.0,1.0,0.0
268,1.0,1.0,0.0
269,1.0,1.0,0.0
270,1.0,1.0,0.0
271,1.0,1.0,0.0
272,1.0,1.0,0.0
273,1.0,1.0,0.0
274,1.0,1.0,0.0
275,1.0,1.0,0.0
276,1.0,1.0,0.0
277,1.0,1.0,0.0
278,1.0,1.0,0.0
279,1.0,1.0,0.0
280,1.0,1.0,0.0
281,1.0,1.0,0.0
282,1.0,1.0,0.0
283,1.0,1.0,0.0
284,1.0,1.0,0.0
285,1.0,1.0,0.0
286,1.0,1.0,0.0
287,1.0,1.0,0.0
288,1.0,1.0,0.0
289,1.0,1.0,0.0
290,1.0,1.0,0.0
291,1.0,1.0,0.0
292,1.0,1.0,0.0
293,1.0,1.0,0.0
294,1.0,1.0,0.0
295,1.0,1.0,0.0
296,1.0,1.0,0.0
297,1.0,1.0,0.0
298,1.0,1.0,0.0
299,1.0,1.0,0.0
300,1.0,1.0,0.0
301,1.0,1.0,0.0
302,1.0,1.0,0.0
303,1.0,1.0,0.0
304,1.0,1.0,0.0
305,1.0,1.0,0.0
306,1.0,1.0,0.0
307,1.0,1.0,0.0
308,1.0,1.0,0.0
309,1.0,1.0,0.0
310,1.0,1.0,0.0
311,1.0,1.0,0.0
312,1.0,1.0,0.0
313,1.0,1.0,0.0
314,1.0,1.0,0.0
315,1.0,1.0,0.0
316,1.0,1.0,0.0
317,1.0,1.0,0.0
318,1.0,1.0,0.0
319,1.0,1.0,0.0
320,1.0,1.0,0.0
321,1.0,1.0,0.0
322,1.0,1.0,0.0
323,1.0,1.0,0.0
324,1.0,1.0,0.0
325,1.0,1.0,0.0
326,1.0,1.0,0.0
327,1.0,1.0,0.0
328,1.0,1.0,0.0
329,1.0,1.0,0.0
330,1.0,1.0,0.0
331,1.0,1.0,0.0
332,1.0,1.0,0.0
333,1.0,1.0,0.0
334,1.0,1.0,0.0
335,1.0,1.0,0.0
336,1.0,1.0,0.0
337,1.0,1.0,0.0
338,1.0,1.0,0.0
339,1.0,1.0,0.0
340,1.0,1.0,0.0
341,1.0,1.0,0.0
342,1.0,1.0,0.0
343,1.0,1.0,0.0
344,1.0,1.0,0.0
345,1.0,1.0,0.0
346,1.0,1.0,0.0
347,1.0,1.0,0.0
348,1.0,1.0,0.0
349,1.0,1.0,0.0
350,1.0,1.0,0.0
351,1.0,1.0,0.0
352,1.0,1.0,0.0
353,1.0,1.0,0.0
354,1.0,1.0,0.0
355,1.0,1.0,0.0
356,1.0,1.0,0.0
357,1.0,1.0,0.0
358,1.0,1.0,0.0
359,1.0,1.0,0.0
360,1.0,1.0,0.0
361,1.0,1.0,0.0
362,1.0,1.0,0.0
363,1.0,1.0,0.0
364,1.0,1.0,0.0
365,1.0,1.0,0.0
366,1.0,1.0,0.0
367,1.0,1.0,0.0
368,1.0,1.0,0.0
369,1.0,1.0,0.0
370,1.0,1.0,0.0
371,1.0,1.0,0.0
372,1.0,1.0,0.0
373,1.0,1.0,0.0
374,1.0,1.0,0.0
375,1.0,1.0,0.0
376,1.0,1.0,0.0
377,1.0,1.0,0.0
378,1.0,1.0,0.0
379,1.0,1.0,0.0
380,1.0,1.0,0.0
381,1.0,1.0,0.0
382,1.0,1.0,0.0
383,1.0,1.0,0.0
384,1.0,1.0,0.0
385,1.0,1.0,0.0
386,1.0,1.0,0.0
387,1.0,1.0,0.0
388,1.0,1.0,0.0
389,1.0,1.0,0.0
390,1.0,1.0,0.0
391,1.0,1.0,0.0
392,1.0,1.0,0.0
393,1.0,1.0,0.0
394,1.0,1.0,0.0
395,1.0,1.0,0.0
396,1.0,1.0,0.0
397,1.0,1.0,0.0
398,1.0,1.0,0.0
399,1.0,1.0,0.0
400,1.0,1.0,0.0
401,1.0,1.0,0.0
402,1.0,1.0,0.0
403,1.0,1.0,0.0
404,1.0,1.0,0.0
405,1.0,1.0,0.0
406,1.0,1.0,0.0
407,1.0,1.0,0.0
408,1.0,1.0,0.0
409,1.0,1.0,0.0
410,1.0,1.0,0.0
411,1.0,1.0,0.0
412,1.0,1.0,0.0
413,1.0,1.0,0.0
414,1.0,1.0,0.0
415,1.0,1.0,0.0
416,1.0,1.0,0.0
417,1.0,1.0,0.0
418,1.0,1.0,0.0
419,1.0,1.0,0.0
420,1.0,1.0,0.0
421,1.0,1.0,0.0
422,1.0,1.0,0.0
423,1.0,1.0,0.0
424,1.0,1.0,0.0
425,1.0,1.0,0.0
426,1.0,1.0,0.0
427,1.0,1.0,0.0
428,1.0,1.0,0.0
429,1.0,1.0,0.0
430,1.0,1.0,0.0
431,1.0,1.0,0.0
432,1.0,1.0,0.0
433,1.0,1.0,0.0
434,1.0,1.0,0.0
435,1.0,1.0,0.0
436,1.0,1.0,0.0
437,1.0,1.0,0.0
438,1.0,1.0,0.0
439,1.0,1.0,0.0
440,1.0,1.0,0.0
441,1.0,1.0,0.0
442,1.0,1.0,0.0
443,1.0,1.0,0.0
444,1.0,1.0,0.0
445,1.0,1.0,0.0
446,1.0,1.0,0.0
447,1.0,1.0,0.0
448,1.0,1.0,0.0
449,1.0,1.0,0.0
450,1.0,1.0,0.0
451,1.0,1.0,0.0
452,1.0,1.0,0.0
453,1.0,1.0,0.0
454,1.0,1.0,0.0
455,1.0,1.0,0.0
456,1.0,1.0,0.0
457,1.0,1.0,0.0
458,1.0,1.0,0.0
459,1.0,1.0,0.0
460,1.0,1.0,0.0
461,1.0,1.0,0.0
462,1.0,1.0,0.0
463,1.0,1.0,0.0
464,1.0,1.0,0.0
465,1.0,1.0,0.0
466,1.0,1.0,0.0
467,1.0,1.0,0.0
468,1.0,1.0,0.0
469,1.0,1.0,0.0
470,1.0,1.0,0.0
471,1.0,1.0,0.0
472,1.0,1.0,0.0
473,1.0,1.0,0.0
474,1.0,1.0,0.0
475,1.0,1.0,0.0
476,1.0,1.0,0.0
477,1.0,1.0,0.0
478,1.0,1.0,0.0
479,1.0,1.0,0.0
480,1.0,1.0,0.0
481,1.0,1.0,0.0
482,1.0,1.0,0.0
483,1.0,1.0,0.0
484,1.0,1.0,0.0
485,1.0,1.0,0.0
486,1.0,1.0,0.0
487,1.0,1.0,0.0
488,1.0,1.0,0.0
489,1.0,1.0,0.0
490,1.0,1.0,0.0
491,1.0,1.0,0.0
492,1.0,1.0,0.0
493,1.0,1.0,0.0
494,1.0,1.0,0.0
495,1.0,1.0,0.0
496,1.0,1.0,0.0
497,1.0,1.0,0.0
498,1.0,1.0,0.0
499,1.0,1.0,0.0
500,1.0,1.0,0.0
501,1.0,1.0,0.0
502,1.0,1.0,0.0
503,1.0,1.0,0.0
504,1.0,1.0,0.0
505,1.0,1.0,0.0
506,1.0,1.0,0.0
507,1.0,1.0,0.0
508,1.0,1.0,0.0
509,1.0,1.0,0.0
510,1.0,1.0,0.0
511,1.0,1.0,0.0
512,1.0,1.0,0.0
513,1.0,1.0,0.0
514,1.0,1.0,0.0
515,1.0,1.0,0.0
516,1.0,1.0,0.0
517,1.0,1.0,0.0
518,1.0,1.0,0.0
519,1.0,1.0,0.0
520,1.0,1.0,0.0
521,1.0,1.0,0.0
522,1.0,1.0,0.0
523,1.0,1.0,0.0
524,1.0,1.0,0.0
525,1.0,1.0,0.0
526,1.0,1.0,0.0
527,1.0,1.0,0.0
528,1.0,1.0,0.0
529,1.0,1.0,0.0
530,1.0,1.0,0.0
531,1.0,1.0,0.0
532,1.0,1.0,0.0
533,1.0,1.0,0.0
534,1.0,1.0,0.0
535,1.0,1.0,0.0
536,1.0,1.0,0.0
537,1.0,1.0,0.0
538,1.0,1.0,0.0
539,1.0,1.0,0.0
540,1.0,1.0,0.0
541,1.0,1.0,0.0
542,1.0,1.0,0.0
543,1.0,1.0,0.0
544,1.0,1.0,0.0
545,1.0,1.0,0.0
546,1.0,1.0,0.0
547,1.0,1.0,0.0
548,1.0,1.0,0.0
549,1.0,1.0,0.0
550,1.0,1.0,0.0
551,1.0,1.0,0.0
552,1.0,1.0,0.0
553,1.0,1.0,0.0
554,1.0,1.0,0.0
555,1.0,1.0,0.0
556,1.0,1.0,0.0
557,1.0,1.0,0.0
558,1.0,1.0,0.0
559,1.0,1.0,0.0
560,1.0,0.7060367454068242,1.57e-05
561,1.0,0.705511811023622,5.12e-05
562,1.0,0.7049868766404199,6.2e-05
563,1.0,0.7044619422572178,6.32e-05
564,1.0,0.7039370078740157,9.87e-05
565,1.0,0.7034120734908137,0.0001436
566,1.0,0.7028871391076116,0.0001706
567,1.0,0.7023622047244095,0.0001874
568,1.0,0.7018372703412074,0.0002038
569,1.0,0.7013123359580052,0.0002053
570,1.0,0.7007874015748031,0.0002306
571,1.0,0.700262467191601,0.0002834
572,1.0,0.6997375328083989,0.0002838
573,1.0,0.6992125984251969,0.0003669
574,1.0,0.6986876640419948,0.0003671
575,1.0,0.6981627296587927,0.0003704
576,1.0,0.6976377952755906,0.0003777
577,1.0,0.6971128608923884,0.0004003
578,1.0,0.6965879265091863,0.0004039
579,1.0,0.6960629921259842,0.0004236
580,1.0,0.6955380577427821,0.0004417
581,1.0,0.6950131233595801,0.0004656
582,1.0,0.694488188976378,0.0004685
583,1.0,0.6939632545931759,0.0005385
584,1.0,0.6934383202099738,0.0005476
585,1.0,0.6929133858267716,0.0005738
586,1.0,0.6923884514435695,0.0005789
587,1.0,0.6918635170603674,0.0005795
588,1.0,0.6913385826771653,0.0005885
589,1.0,0.6908136482939633,0.000619
590,1.0,0.6902887139107612,0.0006607
591,1.0,0.6897637795275591,0.0006663
592,1.0,0.689238845144357,0.0006759
593,1.0,0.6887139107611548,0.0006833
594,1.0,0.6881889763779527,0.0006914
595,1.0,0.6876640419947506,0.000697
596,1.0,0.6871391076115485,0.0007037
597,1.0,0.6866141732283465,0.0007102
598,1.0,0.6860892388451444,0.0007136
599,1.0,0.6855643044619423,0.000733
600,1.0,0.6850393700787402,0.0007706
601,1.0,0.684514435695538,0.0008015
602,1.0,0.6839895013123359,0.0008033
603,1.0,0.6834645669291338,0.0008295
604,1.0,0.6829396325459317,0.0008353
605,1.0,0.6824146981627297,0.0008481
606,1.0,0.6818897637795276,0.0008517
607,1.0,0.6813648293963255,0.0008677
608,1.0,0.6808398950131234,0.0008723
609,1.0,0.6803149606299213,0.0008912
610,1.0,0.6797900262467191,0.0008997
611,1.0,0.679265091863517,0.0009266
612,1.0,0.6787401574803149,0.0009307
613,1.0,0.6782152230971129,0.0009521
614,1.0,0.6776902887139108,0.0009702
615,1.0,0.6771653543307087,0.0010136
616,1.0,0.6766404199475066,0.0010164
617,1.0,0.6761154855643045,0.0010169
618,1.0,0.6755905511811023,0.0010475
619,1.0,0.6750656167979002,0.0010803
620,1.0,0.6745406824146981,0.0010861
621,1.0,0.6740157480314961,0.0010895
622,1.0,0.673490813648294,0.0011075
623,1.0,0.6729658792650919,0.0011388
624,1.0,0.6724409448818898,0.001152
625,1.0,0.6719160104986877,0.0011618
626,1.0,0.6713910761154855,0.0011653
627,1.0,0.6708661417322834,0.0011705
628,1.0,0.6703412073490813,0.0011844
629,1.0,0.6698162729658793,0.0012145
630,1.0,0.6692913385826772,0.0012301
631,1.0,0.6687664041994751,0.0012348
632,1.0,0.668241469816273,0.001236
633,1.0,0.6677165354330709,0.001237
634,1.0,0.6671916010498687,0.001243
635,1.0,0.6666666666666666,0.0012946
636,1.0,0.6661417322834645,0.0013028
637,1.0,0.6656167979002625,0.0013131
638,0.967741935483871,0.6656167979002625,0.0013279
639,0.967741935483871,0.6650918635170604,0.0013403
640,0.967741935483871,0.6645669291338583,0.0013502
641,0.967741935483871,0.6640419947506562,0.0013535
642,0.967741935483871,0.6635170603674541,0.0013733
643,0.967741935483871,0.662992125984252,0.0013825
644,0.967741935483871,0.6624671916010498,0.0013962
645,0.967741935483871,0.6619422572178477,0.0014029
646,0.967741935483871,0.6614173228346457,0.0014184
647,0.967741935483871,0.6608923884514436,0.0014231
648,0.967741935483871,0.6603674540682415,0.0014328
649,0.967741935483871,0.6603674540682415,0.0014328
650,0.967741935483871,0.6593175853018373,0.0014485
651,0.967741935483871,0.6587926509186351,0.0014669
652,0.967741935483871,0.658267716535433,0.0014845
653,0.967741935483871,0.6577427821522309,0.0014906
654,0.967741935483871,0.6572178477690289,0.0015045
655,0.967741935483871,0.6566929133858268,0.001522
656,0.967741935483871,0.6561679790026247,0.0015325
657,0.967741935483871,0.6556430446194226,0.001533
658,0.967741935483871,0.6551181102362205,0.001537
659,0.967741935483871,0.6545931758530183,0.0015371
660,0.967741935483871,0.6540682414698162,0.0015511
661,0.967741935483871,0.6535433070866141,0.0015815
662,0.967741935483871,0.6530183727034121,0.001599
663,0.967741935483871,0.65249343832021,0.0016039
664,0.967741935483871,0.6519685039370079,0.001605
665,0.967741935483871,0.6514435695538058,0.0016178
666,0.967741935483871,0.6509186351706037,0.0016305
667,0.967741935483871,0.6503937007874016,0.0016587
668,0.967741935483871,0.6498687664041994,0.0016595
669,0.967741935483871,0.6493438320209973,0.0016714
670,0.967741935483871,0.6488188976377953,0.0017515
671,0.967741935483871,0.6482939632545932,0.001765
672,0.967741935483871,0.6477690288713911,0.0017992
673,0.967741935483871,0.647244094488189,0.0018044
674,0.967741935483871,0.6467191601049869,0.0018508
675,0.967741935483871,0.6461942257217848,0.0018522
676,0.967741935483871,0.6456692913385826,0.0018541
677,0.967741935483871,0.6451443569553805,0.0018625
678,0.967741935483871,0.6446194225721785,0.0018642
679,0.967741935483871,0.6440944881889764,0.0018645
680,0.967741935483871,0.6435695538057743,0.0018777
681,0.967741935483871,0.6430446194225722,0.0019063
682,0.967741935483871,0.6425196850393701,0.0019153
683,0.967741935483871,0.641994750656168,0.0019376
684,0.967741935483871,0.6414698162729658,0.0019686
685,0.967741935483871,0.6409448818897637,0.0019687
686,0.967741935483871,0.6404199475065617,0.0020236
687,0.967741935483871,0.6398950131233596,0.0020299
688,0.967741935483871,0.6393700787401575,0.0020524
689,0.967741935483871,0.6388451443569554,0.0020843
690,0.967741935483871,0.6383202099737533,0.0020909
691,0.967741935483871,0.6377952755905512,0.0021263
692,0.967741935483871,0.637270341207349,0.0021418
693,0.967741935483871,0.6367454068241469,0.0022199
694,0.967741935483871,0.6362204724409449,0.0022249
695,0.967741935483871,0.6356955380577428,0.0022358
696,0.967741935483871,0.6351706036745407,0.0022677
697,0.967741935483871,0.6346456692913386,0.0022779
698,0.967741935483871,0.6341207349081365,0.0022828
699,0.967741935483871,0.6335958005249344,0.0022924
700,0.967741935483871,0.6330708661417322,0.0023041
701,0.967741935483871,0.6325459317585301,0.0023097
702,0.967741935483871,0.6320209973753281,0.0023206
703,0.967741935483871,0.631496062992126,0.0023379
704,0.967741935483871,0.6309711286089239,0.0023407
705,0.967741935483871,0.6304461942257218,0.0023804
706,0.967741935483871,0.6299212598425197,0.0023939
707,0.967741935483871,0.6293963254593176,0.0024088
708,0.967741935483871,0.6288713910761154,0.0024118
709,0.967741935483871,0.6283464566929133,0.002419
710,0.967741935483871,0.6278215223097113,0.0024204
711,0.967741935483871,0.6272965879265092,0.0024244
712,0.967741935483871,0.6267716535433071,0.0024316
713,0.967741935483871,0.626246719160105,0.0024373
714,0.967741935483871,0.6257217847769029,0.0024549
715,0.967741935483871,0.6251968503937008,0.0024917
716,0.967741935483871,0.6246719160104987,0.0024993
717,0.967741935483871,0.6241469816272965,0.0025137
718,0.967741935483871,0.6236220472440945,0.0025235
719,0.967741935483871,0.6230971128608924,0.0025373
720,0.967741935483871,0.6225721784776903,0.0025413
721,0.967741935483871,0.6220472440944882,0.0025535
722,0.967741935483871,0.6215223097112861,0.0025583
723,0.967741935483871,0.620997375328084,0.0025638
724,0.967741935483871,0.6204724409448819,0.0025931
725,0.967741935483871,0.6199475065616797,0.0026106
726,0.967741935483871,0.6194225721784777,0.0026192
727,0.967741935483871,0.6188976377952756,0.0026414
728,0.967741935483871,0.6183727034120735,0.0026458
729,0.967741935483871,0.6178477690288714,0.0026799
730,0.967741935483871,0.6173228346456693,0.0026953
731,0.967741935483871,0.6167979002624672,0.0026999
732,0.967741935483871,0.6162729658792651,0.0027037
733,0.967741935483871,0.6157480314960629,0.0027576
734,0.967741935483871,0.6152230971128609,0.0027709
735,0.967741935483871,0.6146981627296588,0.0028158
736,0.967741935483871,0.6141732283464567,0.0028171
737,0.967741935483871,0.6136482939632546,0.0028204
738,0.967741935483871,0.6131233595800525,0.0028243
739,0.967741935483871,0.6125984251968504,0.0028337
740,0.967741935483871,0.6120734908136483,0.0028353
741,0.967741935483871,0.6115485564304461,0.0028377
742,0.967741935483871,0.6110236220472441,0.0028441
743,0.967741935483871,0.610498687664042,0.0028702
744,0.967741935483871,0.6099737532808399,0.0028722
745,0.9354838709677419,0.6099737532808399,0.002882
746,0.9354838709677419,0.6094488188976378,0.0028945
747,0.9354838709677419,0.6089238845144357,0.0029055
748,0.9354838709677419,0.6083989501312336,0.002919
749,0.9354838709677419,0.6078740157480315,0.0029425
750,0.9354838709677419,0.6073490813648293,0.0029509
751,0.9354838709677419,0.6068241469816273,0.0029637
752,0.9354838709677419,0.6062992125984252,0.0029666
753,0.9354838709677419,0.6057742782152231,0.0029755
754,0.9354838709677419,0.605249343832021,0.0029826
755,0.9354838709677419,0.6047244094488189,0.0029885
756,0.9354838709677419,0.6041994750656168,0.002989
757,0.9354838709677419,0.6036745406824147,0.0029959
758,0.9354838709677419,0.6031496062992125,0.0030359
759,0.9354838709677419,0.6026246719160105,0.003044
760,0.9354838709677419,0.6020997375328084,0.0030489
761,0.9354838709677419,0.6015748031496063,0.0030583
762,0.9354838709677419,0.6010498687664042,0.0030701
763,0.9354838709677419,0.6005249343832021,0.003072
764,0.9354838709677419,0.6,0.0030775
765,0.9354838709677419,0.5994750656167979,0.0030971
766,0.9354838709677419,0.5989501312335958,0.0030983
767,0.9354838709677419,0.5984251968503937,0.0031094
768,0.9354838709677419,0.5979002624671916,0.0031171
769,0.9354838709677419,0.5973753280839895,0.0031262
770,0.9354838709677419,0.5968503937007874,0.0031288
771,0.9354838709677419,0.5963254593175853,0.0031596
772,0.9354838709677419,0.5958005249343832,0.003166
773,0.9354838709677419,0.5952755905511811,0.0031764
774,0.9354838709677419,0.594750656167979,0.0031818
775,0.9354838709677419,0.594225721784777,0.0031859
776,0.9354838709677419,0.5937007874015748,0.0032006
777,0.9354838709677419,0.5931758530183727,0.0032041
778,0.9354838709677419,0.5926509186351706,0.0032301
779,0.9354838709677419,0.5921259842519685,0.0032433
780,0.9354838709677419,0.5916010498687664,0.0032517
781,0.9354838709677419,0.5910761154855643,0.0032605
782,0.9354838709677419,0.5905511811023622,0.0032627
783,0.9354838709677419,0.5900262467191602,0.00327
784,0.9354838709677419,0.589501312335958,0.0032705
785,0.9354838709677419,0.5889763779527559,0.0032714
786,0.9354838709677419,0.5884514435695538,0.0032806
787,0.9354838709677419,0.5879265091863517,0.0032914
788,0.9354838709677419,0.5874015748031496,0.0032931
789,0.9354838709677419,0.5868766404199475,0.0033003
790,0.9354838709677419,0.5863517060367454,0.0033081
791,0.9354838709677419,0.5858267716535434,0.003309
792,0.9354838709677419,0.5853018372703412,0.0033218
793,0.9354838709677419,0.5847769028871391,0.0033226
794,0.9354838709677419,0.584251968503937,0.0033255
795,0.9354838709677419,0.5837270341207349,0.003326
796,0.9354838709677419,0.5832020997375328,0.0033365
797,0.9354838709677419,0.5826771653543307,0.0033496
798,0.9354838709677419,0.5821522309711286,0.0033554
799,0.9354838709677419,0.5816272965879266,0.0033609
800,0.9354838709677419,0.5811023622047244,0.0033893
801,0.9354838709677419,0.5805774278215223,0.0033898
